word,kana,boin,hinshi
アクセント符号,あくせんとふごう,アウエンオウオウ,名詞
アクタージュ,あくたーじゅ,アウアアウ,名詞
アクタイオン,あくたいおん,アウアイオン,名詞
アクト,あくと,アウオ,名詞
アグド,あぐど,アウオ,名詞
あくどい,あくどい,アウオイ,形容詞
あぐね,あぐね,アウエ,動詞
アグネス仮面,あぐねすかめん,アウエウアエン,名詞
アグネス白書,あぐねすはくしょ,アウエウアウオ,名詞
アクマ,あくま,アウア,名詞
アクマで愛してる!,あくまであいしてる,アウアエアイイエウ,名詞
アクメツ,あくめつ,アウエウ,名詞
あぐり,あぐり,アウイ,名詞
アクリスタヴス,あくりすたヴす,アウイウアヴウ,名詞
アクリル,あくりる,アウイウ,名詞
あくる日,あくるひ,アウウイ,名詞
アクロカントサウルス,あくろかんとさうるす,アウオアンオアウウウ,名詞
アグロサウルス,あぐろさうるす,アウオアウウウ,名詞
あぐん,あぐん,アウン,動詞
アゲイン!!,あげいん,アエイン,名詞
アゲイン,あげいん,アエイン,名詞
あげくの果てのカノン,あげくのはてのかのん,アエウオアエオアオン,名詞
あけすけ,あけすけ,アエウエ,名詞
あげつら,あげつら,アエウア,動詞
アゲハ,あげは,アエア,名詞
アゲハを追うモノたち,あげはをおうものたち,アエアオオウオオアイ,名詞
アケビ,あけび,アエイ,名詞
アケボノチョウチョウウオ,あけぼのちょうちょううお,アエオオオウオウウオ,名詞
あげろ,あげろ,アエオ,動詞
アケロウサウルス,あけろうさうるす,アエオウアウウウ,名詞
あげん,あげん,アエン,動詞
アコ,あこ,アオ,名詞
アゴ,あご,アオ,名詞
アゴアマダイ,あごあまだい,アオアアアイ,名詞
アコウ,あこう,アオウ,名詞
アコウダイ,あこうだい,アオウアイ,名詞
アコースティック・キティー,あこーすてィっくきてィー,アオオウイッウイイイ,名詞
あこがれる,あこがれる,アオアエウ,動詞
アゴナシ,あごなし,アオアイ,名詞
アゴなしゲンとオレ物語,あごなしげんとおれものがたり,アオアイエンオオエオオアアイ,名詞
アゴハゼ,あごはぜ,アオアエ,名詞
あごひげ,あごひげ,アオイエ,名詞
アゴヒゲアザラシ,あごひげあざらし,アオイエアアアイ,名詞
あさいもとゆき,あさいもとゆき,アアイオオウイ,名詞
アサガオ,あさがお,アアアオ,名詞
あさから,あさから,アアアア,形容詞
アサギユメ,あさぎゆめ,アアイウエ,名詞
あさきゆめみし,あさきゆめみし,アアイウエイイ,名詞
あさぎり夕,あさぎりゆう,アアイイウウ,名詞
あさぎ龍,あさぎりゅう,アアイウウ,名詞
アサクラ,あさくら,アアウア,名詞
アサダ,あさだ,アアア,名詞
アサダニッキ,あさだにっき,アアアイッイ,名詞
あさだみほ,あさだみほ,アアアイオ,名詞
あさってDANCE,あさってだんす,アアッエアンウ,名詞
あさっての方向。,あさってのほうこう,アアッエオオウオウ,名詞
アサド,あさど,アアオ,名詞
アサノハカエデ,あさのはかえで,アアオアアエエ,名詞
アサバガレイ,あさばがれい,アアアアエイ,名詞
アサヒ,あさひ,アアイ,名詞
アサヒアナハゼ,あさひあなはぜ,アアイアアアエ,名詞
アサヒグラフ,あさひぐらふ,アアイウアウ,名詞
あさひなぐ,あさひなぐ,アアイアウ,名詞
アサヒビール,あさひびーる,アアイイイウ,名詞
止ま,やま,アア,動詞
あさま山荘事件,あさまさんそうじけん,アアアアンオウイエン,名詞
アサミ・マート,あさみまーと,アアイアアオ,名詞
アサミ,あさみ,アアイ,名詞
アザミ,あざみ,アアイ,名詞
アザミウマ,あざみうま,アアイウア,名詞
アザラシ,あざらし,アアアイ,名詞
あさりちゃん,あさりちゃん,アアイアン,名詞
あさりよしとお,あさりよしとお,アアイオイオオ,名詞
あさる,あさる,アアウ,動詞
あさん,あさん,アアン,動詞
アシ,あし,アイ,名詞
アジ,あじ,アイ,名詞
アジア,あじあ,アイア,名詞
アジアアロワナ,あじああろわな,アイアアオアア,名詞
アジアケラトプス,あじあけらとぷす,アイアエアオウウ,名詞
アジアトサウルス,あじあとさうるす,アイアオアウウウ,名詞
アジアヒキガエル,あじあひきがえる,アイアイイアエウ,名詞
アジアン,あじあん,アイアン,名詞
アジア大陸,あじあたいりく,アイアアイイウ,名詞
あしい,あしい,アイイ,形容詞
アジェンダ,あじぇんだ,アエンア,名詞
アシカ,あしか,アイア,名詞
アシガール,あしがーる,アイアアウ,名詞
アジサイ,あじさい,アイアイ,名詞
アジサシ,あじさし,アイアイ,名詞
アシタ,あした,アイア,名詞
あしたのガンダム,あしたのがんだむ,アイアオアンアウ,名詞
あしたのジョー,あしたのじょー,アイアオオオ,名詞
あした青空,あしたあおぞら,アイアアオオア,名詞
あした天気になあれ,あしたてんきになあれ,アイアエンイイアアエ,名詞
アシナガウミツバメ,あしながうみつばめ,アイアアウイウアエ,名詞
アシナガシギ,あしながしぎ,アイアアイイ,名詞
アシナシイモリ,あしなしいもり,アイアイイオイ,名詞
アシナヅチ・テナヅチ,あしなづちてなづち,アイアウイエアウイ,名詞
アシナヅチ,あしなづち,アイアウイ,名詞
あしべゆうほ,あしべゆうほ,アイエウウオ,名詞
アジメドジョウ,あじめどじょう,アイエオオウ,名詞
あじゃ,あじゃ,アア,名詞
アジャンキンゲニア,あじゃんきんげにあ,アアンインエイア,名詞
あしらう,あしらう,アイアウ,動詞
あしらわ,あしらわ,アイアア,動詞
アジリサウルス,あじりさうるす,アイイアウウウ,名詞
アシロ,あしろ,アイオ,名詞
アシロサウルス,あしろさうるす,アイオアウウウ,名詞
アズ,あず,アウ,名詞
あずかれ,あずかれ,アウアエ,動詞
アズキ,あずき,アウイ,名詞
アスキー,あすきー,アウイイ,名詞
あずきちゃん,あずきちゃん,アウイアン,名詞
アズキハタ,あずきはた,アウイアア,名詞
あずき友里,あずきゆり,アウイウイ,名詞
アスクレピオス,あすくれぴおす,アウウエイオウ,名詞
あずけ,あずけ,アウエ,動詞
あずける,あずける,アウエウ,動詞
あすこ,あすこ,アウオ,名詞
アステル,あすてる,アウエウ,名詞
アストラスピス,あすとらすぴす,アウオアウイウ,名詞
アストロドン,あすとろどん,アウオオオン,名詞
アストロノータス,あすとろのーたす,アウオオオオアウ,名詞
アストロ球団,あすとろきゅうだん,アウオオウウアン,名詞
あすなひろし,あすなひろし,アウアイオイ,名詞
アスナロ,あすなろ,アウアオ,名詞
あすなろ白書,あすなろはくしょ,アウアオアウオ,名詞
アスハ,あすは,アウア,名詞
アスパラガス,あすぱらがす,アウアアアウ,名詞
アスペリティ,あすぺりてィ,アウエイイ,名詞
あずま,あずま,アウア,名詞
あずまきよひこ,あずまきよひこ,アウアイオイオ,名詞
アズマハナダイ,あずまはなだい,アウアアアアイ,名詞
アズマヒキガエル,あずまひきがえる,アウアイイアエウ,名詞
アズマモグラ,あずまもぐら,アウアオウア,名詞
あずまゆき,あずまゆき,アウアウイ,名詞
あずまよしお,あずまよしお,アウアオイオ,名詞
あずまんが,あずまんが,アウアンア,名詞
あずまんが大王,あずまんがだいおう,アウアンアアイオウ,名詞
あずま勇輝,あずまゆうき,アウアウウイ,名詞
アズミトガリネズミ,あずみとがりねずみ,アウイオアイエウイ,名詞
あずみマンマ・ミーア,あずみまんまみーあ,アウイアンアイイア,名詞
アズラエル,あずらえる,アウアエウ,名詞
アスワング,あすわんぐ,アウアンウ,名詞
アセノスフェア,あせのすふェあ,アエオウエア,名詞
あせり,あせり,アエイ,動詞
あそびにいくヨ!,あそびにいくよ,アオイイイウオ,名詞
アダージョ,あだーじょ,アアアオ,名詞
アタカマ,あたかま,アアアア,名詞
あたかもコイバナの如く,あたかもこいばなのごとく,アアアオオイアアオオオウ,名詞
アタゴオル,あたごおる,アアオオウ,名詞
アダサウルス,あださうるす,アアアウウウ,名詞
あたし,あたし,アアイ,名詞
あたしか,あたしか,アアイア,名詞
あたじけなく,あたじけなく,アアイエアウ,形容詞
あたしはバンビ,あたしはばんび,アアイアアンイ,名詞
あだしもの,あだしもの,アアイオオ,名詞
あたしゃ,あたしゃ,アアア,名詞
あたしンち,あたしんち,アアインイ,名詞
あたたかき,あたたかき,アアアアイ,形容詞
あたたかな,あたたかな,アアアアア,形容詞
あたたまろ,あたたまろ,アアアアオ,動詞
アダチケイジ,あだちけいじ,アアイエイイ,名詞
あだちとか,あだちとか,アアイオア,名詞
あだち充,あだちみつる,アアイイウウ,名詞
アタッカ,あたっか,アアッア,名詞
アタッカーYOU!,あたっかーゆう,アアッアアウウ,名詞
アタック,あたっく,アアッウ,名詞
アタックNo.1,あたっくなんばーわん,アアッウアンアアアン,名詞
アタマ,あたま,アアア,名詞
アダム・ラクスマン,あだむらくすまん,アアウアウウアン,名詞
アダム,あだむ,アアウ,名詞
アダムズ,あだむず,アアウウ,名詞
アダモ,あだも,アアオ,名詞
アダモちゃん,あだもちゃん,アアオアン,名詞
あたりめ,あたりめ,アアイエ,名詞
あたり前,あたりまえ,アアイアエ,名詞
あたれる,あたれる,アアエウ,動詞
アダ戦記,あだせんき,アアエンイ,名詞
あだ討ち,あだうち,アアウイ,名詞
あだ名,あだな,アアア,名詞
あぢきない,あぢきない,アイイアイ,形容詞
あぢきなき,あぢきなき,アイイアイ,形容詞
アヂシキタカヒコネ,あぢしきたかひこね,アイイイアアイオエ,名詞
アヂスキタカヒコネ,あぢすきたかひこね,アイウイアアイオエ,名詞
あちらこちら,あちらこちら,アイアオイア,副詞
あっ！と,あっと,アッオ,名詞
アヅ,あづ,アウ,名詞
アッ,あっ,アッ,感動詞
あッ,あっ,アッ,感動詞
あつかひ,あつかひ,アウアイ,動詞
あつかましかっ,あつかましかっ,アウアアイアッ,形容詞
あづかり,あづかり,アウアイ,動詞
あっかんべェ一休,あっかんべェいっきゅう,アッアンエイッウウ,名詞
あっくんとカノジョ,あっくんとかのじょ,アッウンオアオオ,名詞
アト,あと,アオ,名詞
あっけなく,あっけなく,アッエアウ,形容詞
あっさり,あっさり,アッアイ,副詞
アッシー,あっしー,アッイイ,名詞
アッシュメドウズキリフィッシュ,あっしゅめどうずきりふィっしゅ,アッウエオウウイイイッウ,名詞
アッシリア,あっしりあ,アッイイア,名詞
アッシリア人,あっしりあじん,アッイイアイン,名詞
アッセンブル・インサート,あっせんぶるいんさーと,アッエンウウインアアオ,名詞
あったかい,あったかい,アッアアイ,形容詞
あったまり,あったまり,アッアアイ,動詞
あっち・こっち・タッチ!,あっちこっちたっち,アッイオッイアッイ,名詞
アッチあい,あっちあい,アッイアイ,名詞
あっちこっち,あっちこっち,アッイオッイ,名詞
あづち涼,あづちりょう,アウイオウ,名詞
アッツ島の戦い,あっつとうのたたかい,アッウオウオアアアイ,名詞
アッティラ,あってィら,アッイア,名詞
アット,あっと,アッオ,名詞
あっという間,あっというま,アッオイウア,名詞
アッという間,あっというま,アッオイウア,名詞
あっという間に,あっというまに,アッオイウアイ,副詞
アットクキケトゥス,あっとくきけとゥす,アッオウイエウウ,名詞
あっぱれサン,あっぱれさん,アッアエアン,名詞
アップ!,あっぷ,アッウ,名詞
アップ,あっぷ,アッウ,名詞
アップフェルラント物語,あっぷふェるらんとものがたり,アッウエウアンオオオアアイ,名詞
アップル・デイ・ドリーム,あっぷるでいどりーむ,アッウウエイオイイウ,名詞
アップル,あっぷる,アッウウ,名詞
